meshID=9075095
degree=2
Calculation Start Time:1.4387250341331880e+09
Calculation End Time:1.4387250341966920e+09
Calculation Elapsed Time:6.3503980636596680e-02
1.4062500000000000e+00 1.5000000000000000e+00 8.9295951032873644e-01
1.5000000000000000e+00 1.5000000000000000e+00 9.9796130161186314e-01
1.4016741071428571e+00 1.4016741071428571e+00 7.8044672062849674e-01
1.3125000000000000e+00 1.5000000000000000e+00 7.9661064921550118e-01
1.3570870535714286e+00 1.4508370535714286e+00 7.8687717740945595e-01
1.4508370535714286e+00 1.4508370535714286e+00 8.8621381686220480e-01
1.5000000000000000e+00 1.3125000000000000e+00 7.9661064921550118e-01
1.3078125000000000e+00 1.3078125000000000e+00 5.9546749813269884e-01
1.1443359375000000e+00 1.3353515625000001e+00 4.8183482254363302e-01
1.1250000000000000e+00 1.5000000000000000e+00 6.2920384057762591e-01
1.1346679687500001e+00 1.4176757812500000e+00 5.5209438475764561e-01
1.2284179687500001e+00 1.4176757812500000e+00 6.3035185899169255e-01
1.2260742187500000e+00 1.3215820312500002e+00 5.3563557475899315e-01
1.3101562499999999e+00 1.4039062499999999e+00 6.9125883201397531e-01
1.3547433035714285e+00 1.3547433035714285e+00 6.8514951352427622e-01
1.4508370535714286e+00 1.3570870535714286e+00 7.8687833018696074e-01
1.4039062499999999e+00 1.3101562499999999e+00 6.9126323121632383e-01
1.5000000000000000e+00 1.4062500000000000e+00 8.9295951032873644e-01
1.2187500000000000e+00 1.5000000000000000e+00 7.0875481091940840e-01
1.5000000000000000e+00 1.1250000000000000e+00 6.2920384057762591e-01
1.3581311893363064e+00 1.1682837503279120e+00 5.2167425117679311e-01
1.1718750000000000e+00 1.1718750000000000e+00 3.6815901069011719e-01
1.3329718446681533e+00 1.2380481251639561e+00 5.5639557384604721e-01
1.2650030946681532e+00 1.1700793751639560e+00 4.4052179747511133e-01
1.2398437499999999e+00 1.2398437499999999e+00 4.7567924483286844e-01
1.1581054687500001e+00 1.2536132812500000e+00 4.2186081281045618e-01
9.7250525792320253e-01 1.2772358985165733e+00 3.1523934130104680e-01
9.3750000000000000e-01 1.5000000000000000e+00 4.9411137370560165e-01
9.5500262896160126e-01 1.3886179492582866e+00 3.9822313178895102e-01
1.0584205977116012e+00 1.3062937305082867e+00 3.9381692324435846e-01
1.0409179687500001e+00 1.4176757812500000e+00 4.8205489180292943e-01
1.0312500000000000e+00 1.5000000000000000e+00 5.5773930165761154e-01
1.4290655946681532e+00 1.2403918751639560e+00 6.5261458052968857e-01
1.4290655946681532e+00 1.1466418751639560e+00 5.7298819976280191e-01
1.5000000000000000e+00 1.2187500000000000e+00 7.0875481091940840e-01
1.0721901289616014e+00 1.2245554492582866e+00 3.3750156477797599e-01
1.3183593750000000e+00 1.0253906250000000e+00 3.8184732941030047e-01
1.1474609375000000e+00 1.0009765625000000e+00 2.3890259268629471e-01
1.2329101562500000e+00 1.0131835937500000e+00 3.0597495170459760e-01
1.1596679687500000e+00 1.0864257812500000e+00 2.9946647441968605e-01
1.2451171875000000e+00 1.0986328125000000e+00 3.7156339158809126e-01
1.3382452821681532e+00 1.0968371876639560e+00 4.4869987355818891e-01
1.4091796875000000e+00 1.0751953125000000e+00 4.9852153869883975e-01
1.5000000000000000e+00 9.3750000000000000e-01 4.9411137370560165e-01
1.4091796875000000e+00 9.8144531250000000e-01 4.3379168394160289e-01
1.5000000000000000e+00 1.0312500000000000e+00 5.5773930165761154e-01
