meshID=4662882
degree=2
Calculation Start Time:1.4400898792580690e+09
Calculation End Time:1.4400898793338339e+09
Calculation Elapsed Time:7.5764894485473633e-02
-1.1250000000000000e+00 -1.5000000000000000e+00 6.2920384057762591e-01
-1.5000000000000000e+00 -1.5000000000000000e+00 9.9796130161186314e-01
-1.2187500000000000e+00 -1.2187500000000000e+00 4.4146636537398942e-01
-1.3593750000000000e+00 -1.3593750000000000e+00 6.9453292807965494e-01
-7.5000000000000000e-01 -1.5000000000000000e+00 3.8921311623473065e-01
-9.8437500000000000e-01 -1.3593750000000000e+00 3.9016016984445490e-01
-1.5000000000000000e+00 -7.5000000000000000e-01 3.8921311623473065e-01
-1.2187500000000000e+00 -8.4375000000000000e-01 2.0490224890720499e-01
-9.3750000000000000e-01 -9.3750000000000000e-01 9.6719846286758338e-02
-1.0781250000000000e+00 -8.9062500000000000e-01 1.4226694276858209e-01
-1.2187500000000000e+00 -1.0312500000000000e+00 3.0661044844610680e-01
-1.3593750000000000e+00 -9.8437500000000000e-01 3.9014339181197955e-01
-1.5000000000000000e+00 -1.1250000000000000e+00 6.2920384057762591e-01
-1.3593750000000000e+00 -7.9687500000000000e-01 2.8659099546053735e-01
-1.0781250000000000e+00 -1.0781250000000000e+00 2.4060817074102053e-01
-8.4375000000000000e-01 -1.2187500000000000e+00 2.0488947274196215e-01
-5.6250000000000000e-01 -1.1250000000000000e+00 6.2260545160308350e-02
-7.0312500000000000e-01 -1.1718750000000000e+00 1.2161358855543813e-01
-8.9062500000000000e-01 -1.0781250000000000e+00 1.4240798782184347e-01
-1.0312500000000000e+00 -1.2187500000000000e+00 3.0662101648662865e-01
-7.9687500000000000e-01 -1.3593750000000000e+00 2.8664660616589321e-01
-6.5625000000000000e-01 -1.3125000000000000e+00 1.9313292733313664e-01
-1.8750000000000000e-01 -1.1250000000000000e+00 2.1304568129464768e-02
-3.7500000000000000e-01 -1.5000000000000000e+00 2.5953508098361833e-01
-2.8125000000000000e-01 -1.3125000000000000e+00 1.0711278048618657e-01
-5.6250000000000000e-01 -1.5000000000000000e+00 3.1194983799747600e-01
-4.6875000000000000e-01 -1.3125000000000000e+00 1.3939517596406986e-01
-3.7500000000000000e-01 -1.1250000000000000e+00 3.2593376159843188e-02
-1.1145833333333333e+00 -4.2708333333333331e-01 3.6070760155221163e-02
-1.5000000000000000e+00 -3.7500000000000000e-01 2.5953508098361833e-01
-1.3072916666666665e+00 -4.0104166666666663e-01 1.2212379530889737e-01
-1.5000000000000000e+00 -5.6250000000000000e-01 3.1194983799747600e-01
-1.3072916666666665e+00 -5.8854166666666663e-01 1.6733160397767871e-01
-1.1666666666666665e+00 -6.3541666666666663e-01 9.8227883083865597e-02
-1.0260416666666665e+00 -6.8229166666666663e-01 5.0162216528307033e-02
-8.3333333333333326e-01 -5.2083333333333337e-01 0.0000000000000000e+00
-3.7500000000000000e-01 -7.5000000000000000e-01 0.0000000000000000e+00
-6.5625000000000000e-01 -8.4375000000000000e-01 6.9089384596603826e-03
-7.4479166666666663e-01 -6.8229166666666674e-01 0.0000000000000000e+00
-5.1562500000000000e-01 -7.9687500000000000e-01 0.0000000000000000e+00
-6.0937500000000000e-01 -9.8437500000000000e-01 2.3835223065598998e-02
-7.5000000000000000e-01 -1.0312500000000000e+00 7.0116720814387024e-02
-7.9687500000000000e-01 -8.9062500000000000e-01 3.6555396232172445e-02
-8.8541666666666663e-01 -7.2916666666666674e-01 2.1095986491059340e-02
-9.7395833333333326e-01 -4.7395833333333337e-01 6.0358706022316504e-03
-4.6875000000000000e-01 -9.3750000000000000e-01 0.0000000000000000e+00
-2.8125000000000000e-01 -9.3750000000000000e-01 0.0000000000000000e+00
-1.0845588235294118e-01 -8.5110294117647056e-01 0.0000000000000000e+00
1.5808823529411764e-01 -9.5220588235294112e-01 0.0000000000000000e+00
-1.4797794117647059e-01 -9.8805147058823528e-01 0.0000000000000000e+00
2.4816176470588230e-02 -9.0165441176470584e-01 0.0000000000000000e+00
-1.4705882352941180e-02 -1.0386029411764706e+00 0.0000000000000000e+00
7.9044117647058820e-02 -1.2261029411764706e+00 4.8457240351165547e-02
-5.4227941176470590e-02 -1.1755514705882353e+00 2.9886499803701779e-02
1.1856617647058823e-01 -1.0891544117647058e+00 7.9206057259201858e-03
0.0000000000000000e+00 -1.5000000000000000e+00 2.1953489189183562e-01
-1.8750000000000000e-01 -1.5000000000000000e+00 2.2936092362385307e-01
-9.3750000000000000e-02 -1.3125000000000000e+00 9.1777682857058396e-02
3.9522058823529410e-02 -1.3630514705882353e+00 1.1969396802925256e-01
-2.4172794117647059e-01 -8.0055147058823528e-01 0.0000000000000000e+00
-1.5000000000000000e+00 0.0000000000000000e+00 2.1953489189183562e-01
-1.1145833333333333e+00 -5.2083333333333336e-02 1.5708181902769840e-02
-1.1145833333333333e+00 -2.3958333333333331e-01 1.9109882662063690e-02
-1.3072916666666665e+00 -2.6041666666666668e-02 8.7824733029811183e-02
-1.3072916666666665e+00 -2.1354166666666666e-01 9.6678582649735750e-02
-1.5000000000000000e+00 -1.8750000000000000e-01 2.2936092362385307e-01
-7.2916666666666663e-01 -1.0416666666666667e-01 0.0000000000000000e+00
-5.5208333333333326e-01 -4.2708333333333331e-01 0.0000000000000000e+00
-1.8750000000000000e-01 -3.7500000000000000e-01 0.0000000000000000e+00
-3.6979166666666663e-01 -4.0104166666666663e-01 0.0000000000000000e+00
-6.4062500000000000e-01 -2.6562500000000000e-01 0.0000000000000000e+00
-6.9270833333333326e-01 -4.7395833333333337e-01 0.0000000000000000e+00
-6.0416666666666663e-01 -6.3541666666666674e-01 0.0000000000000000e+00
-4.6354166666666663e-01 -5.8854166666666663e-01 0.0000000000000000e+00
-2.8125000000000000e-01 -5.6250000000000000e-01 0.0000000000000000e+00
7.9044117647058820e-02 -4.7610294117647056e-01 0.0000000000000000e+00
3.9154411764705882e-01 -7.8860294117647056e-01 0.0000000000000000e+00
2.3529411764705882e-01 -6.3235294117647056e-01 0.0000000000000000e+00
1.1856617647058823e-01 -7.1415441176470584e-01 0.0000000000000000e+00
2.7481617647058820e-01 -8.7040441176470584e-01 0.0000000000000000e+00
5.8685661764705888e-01 -9.8391544117647056e-01 2.1802480103825794e-02
4.5404411764705882e-01 -1.2261029411764706e+00 8.6984027009558818e-02
5.2045036764705888e-01 -1.1050091911764706e+00 4.6394138804966185e-02
3.0606617647058820e-01 -1.0891544117647058e+00 1.5584171860273889e-02
3.7247242647058826e-01 -9.6806066176470584e-01 0.0000000000000000e+00
4.8920036764705888e-01 -8.8625919117647056e-01 0.0000000000000000e+00
-9.2187500000000000e-01 -7.8125000000000000e-02 0.0000000000000000e+00
-9.2187500000000000e-01 -2.6562500000000000e-01 0.0000000000000000e+00
-7.8125000000000000e-01 -3.1250000000000000e-01 0.0000000000000000e+00
-5.4227941176470590e-02 -4.2555147058823528e-01 0.0000000000000000e+00
-1.4797794117647059e-01 -6.1305147058823528e-01 0.0000000000000000e+00
-1.4705882352941180e-02 -6.6360294117647056e-01 0.0000000000000000e+00
2.6654411764705882e-01 -1.2261029411764706e+00 5.9648194143702357e-02
2.2702205882352941e-01 -1.3630514705882353e+00 1.3110247185514698e-01
3.7500000000000000e-01 -1.5000000000000000e+00 2.5953508098361833e-01
4.1452205882352944e-01 -1.3630514705882353e+00 1.6076462514614698e-01
1.8750000000000000e-01 -1.5000000000000000e+00 2.2936092362385307e-01
-1.2824337121212122e+00 1.5790719696969699e-01 7.9218975551764270e-02
-1.0648674242424243e+00 3.1581439393939398e-01 1.2254001336886538e-02
-8.9701704545454541e-01 1.0582386363636365e-01 0.0000000000000000e+00
-1.0058001893939394e+00 2.6870265151515155e-02 0.0000000000000000e+00
-9.8094223484848486e-01 2.1081912878787881e-01 0.0000000000000000e+00
-1.0897253787878789e+00 1.3186553030303033e-01 9.6667316949586406e-03
-1.1985085227272727e+00 5.2911931818181823e-02 3.8810324814689073e-02
-1.1736505681818183e+00 2.3686079545454547e-01 3.7250597545068521e-02
-1.5000000000000000e+00 3.7500000000000000e-01 2.5953508098361833e-01
-1.3912168560606060e+00 2.6645359848484851e-01 1.5526733137152049e-01
