meshID=9953130
degree=2
Calculation Start Time:1.4400903936033170e+09
Calculation End Time:1.4400903949590831e+09
Calculation Elapsed Time:1.3557660579681396e+00
1.5000000000000000e+00 1.4296875000000000e+00 -2.4123977140868932e-02
1.5000000000000000e+00 1.4062500000000000e+00 -1.8817907513585887e-02
1.4764699960026830e+00 1.4296875000000000e+00 -1.8530665152506832e-02
1.4882349980013414e+00 1.4179687500000000e+00 -1.8652146044843065e-02
1.5000000000000000e+00 1.4531250000000000e+00 -2.9434227011917818e-02
1.4882349980013414e+00 1.4414062500000000e+00 -2.4004286334271343e-02
1.4551029866156178e+00 1.4042625436732563e+00 -7.5080332044320155e-03
1.4657864913091503e+00 1.4169750218366282e+00 -1.3041462462618732e-02
1.4775514933078089e+00 1.4052562718366282e+00 -1.3168788777428520e-02
1.5000000000000000e+00 1.3593750000000000e+00 -8.2244660739172054e-03
1.4775514933078089e+00 1.3818187718366282e+00 -7.7827061983405344e-03
1.5000000000000000e+00 1.3828125000000000e+00 -1.3517540317492825e-02
1.4487525904477843e+00 1.4487525904477843e+00 -1.6414154568777945e-02
1.4519277885317010e+00 1.4265075670605203e+00 -1.1948832159345252e-02
1.4626112932252338e+00 1.4392200452238921e+00 -1.7451207643041398e-02
1.4725338162203621e+00 1.4725338162203621e+00 -2.7490020747866984e-02
1.5000000000000000e+00 1.5000000000000000e+00 -4.0061509279258653e-02
1.4862669081101809e+00 1.4628294081101809e+00 -2.8441397291178703e-02
1.4862669081101809e+00 1.4862669081101809e+00 -3.3804781481094656e-02
1.5000000000000000e+00 1.4765625000000000e+00 -3.4747201423023732e-02
1.4745019061115225e+00 1.4511106581101809e+00 -2.3003039635025944e-02
1.4606432033340733e+00 1.4606432033340733e+00 -2.1974642273805092e-02
1.4274176459667596e+00 1.4230090516238818e+00 -5.2714912376142491e-03
1.4275701128234239e+00 1.3808601337423738e+00 4.7324366033553887e-03
1.4274938793950918e+00 1.4019345926831277e+00 -2.6852237576805934e-04
1.4413365497195207e+00 1.3925613387078151e+00 -1.4152039889599928e-03
1.4412603162911886e+00 1.4136357976485692e+00 -6.3682651831869956e-03
1.4380851182072720e+00 1.4358808210358331e+00 -1.0865421253705881e-02
1.4099602951288437e+00 1.4598284780835007e+00 -9.9784770461028779e-03
1.4531250000000000e+00 1.5000000000000000e+00 -2.9434227011917818e-02
1.4628294081101809e+00 1.4862669081101809e+00 -2.8441388050420253e-02
1.4765625000000000e+00 1.5000000000000000e+00 -3.4747201423023732e-02
1.4529120469839467e+00 1.3593750000000000e+00 3.5168640479905709e-03
1.4635075850588410e+00 1.3207589440901051e+00 9.8118427848437190e-03
1.4582098160213939e+00 1.3400669720450527e+00 6.6845697167554168e-03
