meshID=5654478
degree=2
Calculation Start Time:1.4392511952232730e+09
Calculation End Time:1.4392511952941921e+09
Calculation Elapsed Time:7.0919036865234375e-02
1.1250000000000000e+00 -1.5000000000000000e+00 4.3902936429068271e-02
1.5000000000000000e+00 -1.5000000000000000e+00 -4.0061509279258653e-02
7.5000000000000000e-01 -1.5000000000000000e+00 1.1980068691378727e-01
1.1250000000000000e+00 -1.1250000000000000e+00 1.5328598475031233e-01
9.3750000000000000e-01 -1.3125000000000000e+00 1.4609272074057017e-01
1.3125000000000000e+00 -1.3125000000000000e+00 5.0257587225277220e-02
1.5000000000000000e+00 -7.5000000000000000e-01 1.1980068691378727e-01
7.5000000000000000e-01 -3.7500000000000000e-01 5.8268158771516632e-01
1.1250000000000000e+00 -5.6250000000000000e-01 3.1043042669679966e-01
9.3750000000000000e-01 -7.5000000000000000e-01 3.4015031031658827e-01
7.5000000000000000e-01 -9.3750000000000000e-01 3.4161652234895201e-01
3.7500000000000000e-01 -7.5000000000000000e-01 5.8181227146734171e-01
5.6250000000000000e-01 -5.6250000000000000e-01 6.0595998217704117e-01
5.6250000000000000e-01 -1.1250000000000000e+00 3.1188111092381865e-01
3.7500000000000000e-01 -1.5000000000000000e+00 1.7507820260904056e-01
3.7500000000000000e-01 -1.1250000000000000e+00 3.5193008587589836e-01
5.6250000000000000e-01 -1.5000000000000000e+00 1.5094540951882321e-01
1.3125000000000000e+00 -9.3750000000000000e-01 1.4484107459695431e-01
1.5000000000000000e+00 -1.1250000000000000e+00 4.3902936429068271e-02
1.5000000000000000e+00 -3.7500000000000000e-01 1.7507820260904056e-01
1.5000000000000000e+00 0.0000000000000000e+00 1.9569843739850631e-01
1.1250000000000000e+00 -3.7500000000000000e-01 3.5128486561231503e-01
1.5000000000000000e+00 -1.8750000000000000e-01 1.9042500299161971e-01
1.1250000000000000e+00 -1.8750000000000000e-01 3.7834179018734609e-01
7.5000000000000000e-01 0.0000000000000000e+00 6.6143782776614768e-01
7.5000000000000000e-01 -1.8750000000000000e-01 6.3430572281826370e-01
1.1250000000000000e+00 0.0000000000000000e+00 3.8838692842160233e-01
1.5000000000000000e+00 -5.6250000000000000e-01 1.5094540951882321e-01
0.0000000000000000e+00 0.0000000000000000e+00 1.0158939991224285e+00
3.7500000000000000e-01 0.0000000000000000e+00 9.2702481088695787e-01
3.7500000000000000e-01 -1.8750000000000000e-01 9.0786494039587184e-01
1.8750000000000000e-01 -3.7500000000000000e-01 9.0786494039587184e-01
0.0000000000000000e+00 -7.5000000000000000e-01 6.6143782776614768e-01
0.0000000000000000e+00 -1.5000000000000000e+00 1.9569843739850631e-01
0.0000000000000000e+00 -1.1250000000000000e+00 3.8869094554255662e-01
1.8750000000000000e-01 -7.5000000000000000e-01 6.3430572281826370e-01
1.8750000000000000e-01 -1.1250000000000000e+00 3.7872148525644511e-01
1.8750000000000000e-01 -1.5000000000000000e+00 1.9042500299161971e-01
0.0000000000000000e+00 -3.7500000000000000e-01 9.2702481088695787e-01
7.5000000000000000e-01 3.7500000000000000e-01 5.8268246934986401e-01
1.5000000000000000e+00 3.7500000000000000e-01 1.7507820260904056e-01
1.1250000000000000e+00 3.7500000000000000e-01 3.5128404969031424e-01
1.5000000000000000e+00 1.8750000000000000e-01 1.9042500299161971e-01
1.1250000000000000e+00 1.8750000000000000e-01 3.7834146457893902e-01
7.5000000000000000e-01 1.8750000000000000e-01 6.3430572281826370e-01
3.7500000000000000e-01 1.8750000000000000e-01 9.0786494039587184e-01
3.7500000000000000e-01 7.5000000000000000e-01 5.8180398393803723e-01
0.0000000000000000e+00 7.5000000000000000e-01 6.6143782776614768e-01
-3.7500000000000000e-01 7.5000000000000000e-01 5.8269022477202714e-01
-1.8750000000000000e-01 7.5000000000000000e-01 6.3430572281826370e-01
0.0000000000000000e+00 3.7500000000000000e-01 9.2702481088695787e-01
-1.8750000000000000e-01 3.7500000000000000e-01 9.0786494039587184e-01
-7.5000000000000000e-01 3.7500000000000000e-01 5.8180348295775774e-01
-7.5000000000000000e-01 0.0000000000000000e+00 6.6143782776614768e-01
-7.5000000000000000e-01 -3.7500000000000000e-01 5.8268936781149028e-01
-7.5000000000000000e-01 -1.8750000000000000e-01 6.3430572281826370e-01
-3.7500000000000000e-01 0.0000000000000000e+00 9.2702481088695787e-01
-3.7500000000000000e-01 -1.8750000000000000e-01 9.0786494039587184e-01
-3.7500000000000000e-01 -7.5000000000000000e-01 5.8181174526505830e-01
-3.7500000000000000e-01 -1.5000000000000000e+00 1.7507820260904056e-01
