meshID=1093326
degree=2
Calculation Start Time:1.4400903926617410e+09
Calculation End Time:1.4400903927632000e+09
Calculation Elapsed Time:1.0145902633666992e-01
1.3125000000000000e+00 1.5000000000000000e+00 2.3330889532769826e-03
1.5000000000000000e+00 1.5000000000000000e+00 -4.0061509279258653e-02
1.1718750000000000e+00 1.1718750000000000e+00 1.2788727499585431e-01
1.1250000000000000e+00 1.5000000000000000e+00 4.3902936429068271e-02
1.1484375000000000e+00 1.3359375000000000e+00 8.6324189057857298e-02
1.3359375000000000e+00 1.3359375000000000e+00 3.8750871714406519e-02
1.5000000000000000e+00 1.1250000000000000e+00 4.3902936429068271e-02
1.2187500000000000e+00 8.4375000000000000e-01 2.0385443373151974e-01
9.3750000000000000e-01 9.3750000000000000e-01 2.7979900550278852e-01
1.1953125000000000e+00 1.0078125000000000e+00 1.6756289976963623e-01
1.0546875000000000e+00 1.0546875000000000e+00 1.9960916987962260e-01
1.0781250000000000e+00 8.9062500000000000e-01 2.4349321242459904e-01
1.3359375000000000e+00 1.1484375000000000e+00 8.6325161433720807e-02
1.3593750000000000e+00 9.8437500000000000e-01 1.1930895099602948e-01
1.5000000000000000e+00 1.3125000000000000e+00 2.3330889532769826e-03
8.7890625000000000e-01 1.2304687500000000e+00 1.9016304752079655e-01
7.5000000000000000e-01 1.5000000000000000e+00 1.1980068691378727e-01
1.0019531250000000e+00 1.3652343750000000e+00 1.1319511580603933e-01
8.1445312500000000e-01 1.3652343750000000e+00 1.5615711331283594e-01
9.3750000000000000e-01 1.5000000000000000e+00 8.3539549081038195e-02
1.0253906250000000e+00 1.2011718750000000e+00 1.6066381049189601e-01
9.0820312500000000e-01 1.0839843750000000e+00 2.3587184188476021e-01
1.5000000000000000e+00 7.5000000000000000e-01 1.1980068691378727e-01
1.1250000000000000e+00 5.6250000000000000e-01 3.1588011798383014e-01
8.7506344714319306e-01 6.7190672357159653e-01 4.0475969749025936e-01
6.0947017071478959e-01 7.3434327642840358e-01 5.0337177015655499e-01
7.4226680892899133e-01 7.0312500000000000e-01 4.5658756903583042e-01
