dofs H1Error ConvRateFrom1 ElapsedTime
17 0.576461697956078 0 0.0219411849975586
31 0.700524728554665 -0.615397554725984 0.031609058380127
101 0.338648641526935 NaN 0.0379679203033447
366 0.166638735268925 -0.55077891091413 0.0649650096893311
1385 0.0827832578402426 -0.538027917020597 0.120261192321777
5308 0.0421622308112818 -0.525875124559813 0.345115900039673
20958 0.0212439617723328 -0.518989665487361 1.81350803375244
83087 0.0106457564852593 -0.515424937310627 16.4078409671783
330653 0.00532658649864964 -0.513022515414484 199.157113075256
