dofs H1Error ConvRateFrom1 ElapsedTime
49 0.628943096578642 0 0.0299251079559326
105 0.151984861178357 -0.531030827027056 0.0343489646911621
369 0.0779729601463437 NaN 0.0560989379882812
1397 0.034466388046978 -0.613224871893193 0.101149797439575
5409 0.0122522426587721 -0.689250408087536 0.308394908905029
20973 0.00467947038370011 -0.696297453616361 1.64759016036987
83317 0.00154889363590549 -0.723081607133108 18.2372479438782
331319 0.000561471135961612 -0.725518791211006 246.222842931747
1320561 0.00019727405114784 -0.730745589426138 3153.31862401962
