meshID=4206292
degree=1
Calculation Start Time:1.4387254974548719e+09
Calculation End Time:1.4387254992683799e+09
Calculation Elapsed Time:1.8135080337524414e+00
1.5000000000000000e+00 1.5000000000000000e+00 -4.0061509279258653e-02
1.5000000000000000e+00 1.4765625000000000e+00 -3.4747201423023732e-02
1.4847678975823935e+00 1.4847678975823935e+00 -3.3117235807309228e-02
1.4765625000000000e+00 1.5000000000000000e+00 -3.4747201423023732e-02
1.5000000000000000e+00 1.4531250000000000e+00 -2.9434227011917818e-02
1.4881497219880677e+00 1.4648437500000000e+00 -2.9337390228596095e-02
1.4725338162203621e+00 1.4725338162203621e+00 -2.7487299827101044e-02
1.4545378764235608e+00 1.4804077463139134e+00 -2.5175679589257250e-02
1.4531250000000000e+00 1.5000000000000000e+00 -2.9434227011917818e-02
1.4782277986117862e+00 1.4514529461765626e+00 -2.3948446289888698e-02
1.5000000000000000e+00 1.4296875000000000e+00 -2.4123977140868932e-02
1.4578380321662594e+00 1.4634483745018869e+00 -2.1974441895202739e-02
1.4354681523574297e+00 1.4756962446074666e+00 -1.9682903304818821e-02
1.4296875000000000e+00 1.5000000000000000e+00 -2.4123977140868932e-02
1.4764699960026830e+00 1.4296875000000000e+00 -1.8533134543361241e-02
1.4642667200548418e+00 1.4416267548552142e+00 -1.8399479217068856e-02
1.4487525904477843e+00 1.4487525904477843e+00 -1.6412352356959134e-02
1.4283905016753689e+00 1.4439152294708122e+00 -1.0480672000998267e-02
1.4099602951288437e+00 1.4598284780835007e+00 -9.9778077202223384e-03
1.4179687500000000e+00 1.4843733510476704e+00 -1.7727044669846734e-02
1.4062500000000000e+00 1.5000000000000000e+00 -1.8817907513585887e-02
1.5000000000000000e+00 1.4062500000000000e+00 -1.8817907513585887e-02
1.4882349980013414e+00 1.4179687500000000e+00 -1.8652386900578782e-02
1.4668338537270200e+00 1.4160948235650292e+00 -1.3086644749443049e-02
1.4776632690778924e+00 1.4027312361022786e+00 -1.2613761714394290e-02
1.5000000000000000e+00 1.3828125000000000e+00 -1.3517540317492825e-02
1.4540783032062243e+00 1.4268145260578253e+00 -1.2528884323487553e-02
1.4274176459667596e+00 1.4230090516238818e+00 -5.2754677352893041e-03
1.4087435480554034e+00 1.4367032995035856e+00 -4.1147634921010262e-03
1.3914269741935883e+00 1.4492090221498271e+00 -3.0724089430054155e-03
1.3990222748760228e+00 1.4790753328543840e+00 -1.2105772740392757e-02
1.3828125000000000e+00 1.5000000000000000e+00 -1.3517540317492825e-02
1.4551029866156178e+00 1.4042625436732563e+00 -7.5036347894412384e-03
1.4715437975613257e+00 1.3809628343232669e+00 -6.1114670396144712e-03
1.4810824782411527e+00 1.3639875143310329e+00 -4.5675362491148317e-03
1.5000000000000000e+00 1.3593750000000000e+00 -8.2244660739172054e-03
1.4421664659441256e+00 1.4149740235136996e+00 -6.9001604998188840e-03
1.4231835830910884e+00 1.4019190008871389e+00 7.8506989438794522e-04
1.4032842314578786e+00 1.4195771170371596e+00 1.3260308244110979e-03
1.3873368357177636e+00 1.4278711409516103e+00 3.1155584025331978e-03
1.3703069964471160e+00 1.4524032934603013e+00 1.0886374106102372e-03
1.3770905006507066e+00 1.4760621974521240e+00 -6.3261190691164043e-03
1.3593750000000000e+00 1.5000000000000000e+00 -8.2244660739172054e-03
1.4495565027614414e+00 1.3811052030464783e+00 -7.3980834899000367e-04
1.4529120469839467e+00 1.3593750000000000e+00 3.5168286514739690e-03
1.4764560234919735e+00 1.3450733970002071e+00 9.2445441082847715e-04
1.5000000000000000e+00 1.3359375000000000e+00 -2.9403454536095670e-03
1.4396850057511137e+00 1.3957124525688096e+00 -1.7526291676966085e-03
1.4275701128234239e+00 1.3808601337423738e+00 4.7374995805912487e-03
1.4125776866719002e+00 1.3887235216466194e+00 6.5346623483761301e-03
1.4016741071428571e+00 1.4016741071428571e+00 6.0618300306655108e-03
1.3792221388090233e+00 1.3971356572048381e+00 1.2622105424691091e-02
1.3619365391346876e+00 1.4121655092933312e+00 1.3078086388867479e-02
1.3650766886218992e+00 1.4325018037699486e+00 7.2599317849376651e-03
1.3511493995485031e+00 1.4542094438607276e+00 5.1103882669761153e-03
1.3526232116945240e+00 1.4733954693990443e+00 -4.0392432295078676e-05
1.3359375000000000e+00 1.5000000000000000e+00 -2.9403454536095670e-03
1.4333070514877178e+00 1.3541116738895083e+00 9.6581285324952703e-03
1.4411311513392042e+00 1.3353808994349772e+00 1.2110192630473434e-02
1.4592282879362071e+00 1.3386428568404487e+00 6.7575176422016037e-03
1.4826626694382574e+00 1.3261630923472996e+00 3.6765857900806134e-03
1.5000000000000000e+00 1.3125000000000000e+00 2.3330889532769826e-03
1.4044786159952638e+00 1.3734686647603431e+00 1.2208878176785126e-02
1.3804666915289772e+00 1.3701103135424688e+00 1.8980547119258520e-02
1.3601799968159842e+00 1.3844043871102911e+00 2.0443495766519590e-02
1.3388317680432065e+00 1.3970583844947402e+00 2.2471671881360521e-02
1.3409753515019387e+00 1.4166797025209532e+00 1.6979527619157119e-02
1.3448062814106709e+00 1.4360424256549733e+00 1.1173935859218087e-02
1.3284254348196773e+00 1.4604395715862994e+00 8.8191413752333157e-03
1.3242187500000000e+00 1.4817318132052311e+00 4.3567383037969708e-03
1.3125000000000000e+00 1.5000000000000000e+00 2.3330889532769826e-03
1.4211845106739234e+00 1.3655011151298921e+00 9.9777486509956860e-03
1.3930418358072161e+00 1.3865736382138711e+00 1.1840049615340853e-02
1.4207362557767076e+00 1.3320137288604381e+00 1.8096785123130135e-02
1.4132679759150675e+00 1.3508722448740558e+00 1.5467724347500260e-02
1.3941428054696925e+00 1.3598480470425480e+00 1.8090695687354271e-02
1.3791276416278513e+00 1.3516691069500002e+00 2.3863303125959644e-02
1.3606666833310233e+00 1.3527006950395946e+00 2.8251666213350846e-02
1.3403416173034712e+00 1.3694943495564147e+00 2.9100618776493881e-02
1.3130076336051473e+00 1.3870080578626562e+00 3.1346652058890541e-02
1.3213116576993575e+00 1.4183914902322858e+00 2.1251384636058766e-02
1.3046241059715527e+00 1.4428405251420071e+00 1.8893238742056426e-02
1.3007812500000000e+00 1.4722968198658535e+00 1.2146141746010579e-02
1.2890625000000000e+00 1.5000000000000000e+00 7.5940309246006598e-03
1.4635075850588410e+00 1.3207589440901051e+00 9.8111778180559068e-03
1.4481591756573999e+00 1.3034708508932593e+00 1.7788061363998853e-02
1.4269679939577955e+00 1.3127112867980975e+00 2.1094855099760466e-02
1.4781089461860304e+00 1.3005245991086791e+00 1.0695248064903384e-02
1.5000000000000000e+00 1.2890625000000000e+00 7.5940309246006598e-03
