dofs H1Error ConvRateFrom1 ElapsedTime
137 0.145866394439606 0 0.0709190368652344
314 0.0918782138685095 -0.965548543949831 0.0842849111557007
737 0.0403125501399857 NaN 0.111650943756104
2053 0.0158165048902757 -0.913261749177688 0.205148220062256
11429 0.0024225728229653 -1.02572166180394 0.678446054458618
61305 0.000570661481714832 -0.963038725817059 4.59083294868469
164273 0.000187379728554226 -0.993449579487207 17.524209022522
897539 4.31426630341125e-05 -0.962712909776165 211.713989019394
5366497 1.488045203683e-05 -0.888820710129614 2481.02460503578
